"Prey_OS_ID","Prey_Detail_Code","CommonName_DB","pred.name","PreyWt","Prey_Count","length.range","prey.name","other.prey"
999,88,"UNIDENTIFIED FISH","Greenland halibut",0,NA,"56-60","other","other"
9998,NA,"EMPTY","Greenland halibut",NA,NA,"61-65","other","other"
6000,81,"CRUSTACEAN","Skate",0.239,NA,"31-35","other","other"
9980,NA,"UNIDENTIFIED MATERIAL","Skate",0.859,NA,"31-35","Unidentified material","other"
4846,NA,"OCTOPUS","Skate",3.534,1,"31-35","other","other"
4545,81,"CEPHALOPOD","Skate",0.411,NA,"31-35","other","other"
6967,NA,"HYPERID AMPHIPOD","Skate",0.046,1,"31-35","other","other"
6000,81,"CRUSTACEAN","Skate",0.376,NA,"31-35","other","other"
10760,81,"Foraminifera (amoeboid protists)","Skate",0.034,NA,"31-35","other","other"
7994,NA,"EUPHAUSID","Skate",0.582,1,"31-35","other","other"
9980,NA,"UNIDENTIFIED MATERIAL","Skate",2.017,NA,"31-35","Unidentified material","other"
4846,81,"OCTOPUS","Skate",10.295,NA,"31-35","other","other"
6967,NA,"HYPERID AMPHIPOD","Skate",0.037,1,"31-35","other","other"
6967,81,"HYPERID AMPHIPOD","Skate",0.048,NA,"31-35","other","other"
6930,NA,"AMPHIPOD","Skate",0.339,1,"31-35","other","other"
7935,81,"MYSID","Skate",0.236,NA,"31-35","other","other"
7935,NA,"MYSID","Skate",0.291,4,"31-35","other","other"
7933,81,"MYSID","Skate",0.568,NA,"31-35","other","other"
6000,81,"CRUSTACEAN","Skate",0.672,NA,"31-35","other","other"
999,88,"UNIDENTIFIED FISH","Skate",0,NA,"31-35","other","other"
999,88,"UNIDENTIFIED FISH","Skate",0,NA,"31-35","other","other"
9980,NA,"UNIDENTIFIED MATERIAL","Skate",3.204,NA,"31-35","Unidentified material","other"
451,88,"ARCTIC COD","Greenland halibut",4.005,1,"41-45","other","other"
8551,NA,"BRITTLE STAR","Greenland halibut",1.292,1,"41-45","other","other"
451,88,"ARCTIC COD","Greenland halibut",5.111,1,"41-45","other","other"
436,88,"GADOIDS","Greenland halibut",6.629,1,"36-40","other","other"
451,88,"ARCTIC COD","Greenland halibut",4.85,1,"31-35","other","other"
815,88,"ARCTIC MAILED SCULPIN","Greenland halibut",16.805,1,"26-30","other","other"
451,88,"ARCTIC COD","Greenland halibut",3.09,1,"26-30","other","other"
451,88,"ARCTIC COD","Greenland halibut",5.791,1,"26-30","other","other"
9998,NA,"EMPTY","Greenland halibut",NA,NA,"21-25","other","other"
999,88,"UNIDENTIFIED FISH","Greenland halibut",0,NA,"21-25","other","other"
999,88,"UNIDENTIFIED FISH","Greenland halibut",0,NA,"21-25","other","other"
9998,NA,"EMPTY","Greenland halibut",NA,NA,"16-20","other","other"
451,88,"ARCTIC COD","Greenland halibut",2.598,1,"16-20","other","other"
999,88,"UNIDENTIFIED FISH","Greenland halibut",1.2,1,"16-20","other","other"
6967,81,"HYPERID AMPHIPOD","Greenland halibut",0.262,NA,"6-10","other","other"
9980,NA,"UNIDENTIFIED MATERIAL","Skate",0.259,NA,"16-20","Unidentified material","other"
6000,81,"CRUSTACEAN","Skate",1.198,NA,"16-20","other","other"
4949,81,"ANNELID","Skate",3.234,NA,"21-25","other","other"
8020,81,"SHRIMP/SHRIMP SAMPLE","Skate",0.016,NA,"16-20","other","other"
6967,NA,"HYPERID AMPHIPOD","Skate",0.003,1,"16-20","other","other"
9980,NA,"UNIDENTIFIED MATERIAL","Skate",0.863,NA,"16-20","Unidentified material","other"
9980,NA,"UNIDENTIFIED MATERIAL","Skate",0.941,NA,"16-20","Unidentified material","other"
6930,81,"AMPHIPOD","Skate",0.011,NA,"16-20","other","other"
9980,NA,"UNIDENTIFIED MATERIAL","Skate",0.757,NA,"16-20","Unidentified material","other"
9980,NA,"UNIDENTIFIED MATERIAL","Skate",0.994,NA,"16-20","Unidentified material","other"
9980,NA,"UNIDENTIFIED MATERIAL","Skate",0.578,NA,"16-20","Unidentified material","other"
451,88,"ARCTIC COD","Greenland halibut",13.693,1,"36-40","other","other"
451,88,"ARCTIC COD","Greenland halibut",5.392,1,"31-35","other","other"
436,88,"GADOIDS","Greenland halibut",2.105,1,"31-35","other","other"
436,88,"GADOIDS","Greenland halibut",5.129,1,"31-35","other","other"
436,88,"GADOIDS","Greenland halibut",4.938,1,"31-35","other","other"
999,81,"UNIDENTIFIED FISH","Greenland halibut",2.139,NA,"26-30","other","other"
9980,NA,"UNIDENTIFIED MATERIAL","Greenland halibut",1.826,NA,"26-30","Unidentified material","other"
436,88,"GADOIDS","Greenland halibut",4.386,1,"26-30","other","other"
436,88,"GADOIDS","Greenland halibut",8.399,1,"26-30","other","other"
999,88,"UNIDENTIFIED FISH","Greenland halibut",0,NA,"26-30","other","other"
999,88,"UNIDENTIFIED FISH","Greenland halibut",0,NA,"26-30","other","other"
999,88,"UNIDENTIFIED FISH","Greenland halibut",0,NA,"26-30","other","other"
436,88,"GADOIDS","Greenland halibut",4.547,1,"26-30","other","other"
8020,NA,"SHRIMP/SHRIMP SAMPLE","Greenland halibut",0.872,1,"26-30","other","other"
999,88,"UNIDENTIFIED FISH","Greenland halibut",0,NA,"21-25","other","other"
999,90,"UNIDENTIFIED FISH","Greenland halibut",0.099,NA,"21-25","other","other"
9980,NA,"UNIDENTIFIED MATERIAL","Greenland halibut",2.388,NA,"21-25","Unidentified material","other"
9980,NA,"UNIDENTIFIED MATERIAL","Greenland halibut",1.329,NA,"16-20","Unidentified material","other"
999,81,"UNIDENTIFIED FISH","Skate",33.153,NA,"41-45","other","other"
999,88,"UNIDENTIFIED FISH","Skate",0,NA,"41-45","other","other"
999,88,"UNIDENTIFIED FISH","Skate",0,NA,"41-45","other","other"
8020,81,"SHRIMP/SHRIMP SAMPLE","Skate",1.047,NA,"41-45","other","other"
4949,81,"ANNELID","Skate",0.862,NA,"21-25","other","other"
8111,NA,"SHRIMP","Skate",16.349,1,"21-25","borealis","Shrimp"
6999,NA,"GAMMARID AMPHIPOD","Skate",0.402,3,"21-25","other","other"
6930,81,"AMPHIPOD","Skate",1.001,NA,"21-25","other","other"
6930,81,"AMPHIPOD","Skate",0.265,NA,"16-20","other","other"
4950,81,"POLYCHAETE","Skate",2.521,NA,"16-20","other","other"
9998,NA,"EMPTY","Skate",NA,NA,"21-25","other","other"
436,88,"GADOIDS","Greenland halibut",13.708,1,"26-30","other","other"
9980,NA,"UNIDENTIFIED MATERIAL","Skate",0.5,NA,"21-25","Unidentified material","other"
6930,81,"AMPHIPOD","Skate",0.376,NA,"36-40","other","other"
999,81,"UNIDENTIFIED FISH","Skate",0.363,NA,"36-40","other","other"
9980,NA,"UNIDENTIFIED MATERIAL","Skate",2.756,NA,"36-40","Unidentified material","other"
6000,81,"CRUSTACEAN","Skate",0.544,NA,"16-20","other","other"
813,88,"MAILED SCULPINS","Greenland halibut",2.729,1,"31-35","other","other"
999,81,"UNIDENTIFIED FISH","Greenland halibut",2.311,NA,"31-35","other","other"
999,88,"UNIDENTIFIED FISH","Greenland halibut",0,NA,"31-35","other","other"
999,88,"UNIDENTIFIED FISH","Greenland halibut",0,NA,"31-35","other","other"
6967,81,"HYPERID AMPHIPOD","Greenland halibut",0.135,NA,"6-10","other","other"
9980,NA,"UNIDENTIFIED MATERIAL","Greenland halibut",0.107,NA,"6-10","Unidentified material","other"
6967,81,"HYPERID AMPHIPOD","Greenland halibut",0.246,NA,"6-10","other","other"
2570,NA,"PRIAPULID","Skate",0.945,1,"21-25","other","other"
7211,NA,"GAMMARID AMPHIPOD","Skate",0.393,1,"21-25","other","other"
9980,NA,"UNIDENTIFIED MATERIAL","Skate",0.316,NA,"21-25","Unidentified material","other"
9998,NA,"EMPTY","Skate",NA,NA,"36-40","other","other"
808,88,"SCULPINS","Skate",17.623,1,"36-40","other","other"
7211,NA,"GAMMARID AMPHIPOD","Skate",0.243,1,"21-25","other","other"
6967,NA,"HYPERID AMPHIPOD","Skate",0.032,1,"21-25","other","other"
9980,NA,"UNIDENTIFIED MATERIAL","Skate",0.665,NA,"21-25","Unidentified material","other"
6967,81,"HYPERID AMPHIPOD","Greenland halibut",0.181,NA,"11-15","other","other"
6967,NA,"HYPERID AMPHIPOD","Greenland halibut",0.05,1,"11-15","other","other"
6967,81,"HYPERID AMPHIPOD","Greenland halibut",0.072,NA,"11-15","other","other"
6967,NA,"HYPERID AMPHIPOD","Greenland halibut",0.016,1,"11-15","other","other"
6967,NA,"HYPERID AMPHIPOD","Greenland halibut",0.075,2,"6-10","other","other"
6967,81,"HYPERID AMPHIPOD","Greenland halibut",0.158,NA,"6-10","other","other"
9980,NA,"UNIDENTIFIED MATERIAL","Greenland halibut",0.065,NA,"6-10","Unidentified material","other"
6967,NA,"HYPERID AMPHIPOD","Greenland halibut",0.079,2,"6-10","other","other"
6967,81,"HYPERID AMPHIPOD","Greenland halibut",0.159,NA,"6-10","other","other"
4950,81,"POLYCHAETE","Skate",0.893,NA,"16-20","other","other"
6930,81,"AMPHIPOD","Skate",0.481,NA,"16-20","other","other"
6000,81,"CRUSTACEAN","Skate",0.274,NA,"16-20","other","other"
6996,NA,"GAMMARID AMPHIPOD","Skate",0.051,1,"16-20","other","other"
9998,NA,"EMPTY","Skate",NA,NA,"16-20","other","other"
4545,81,"CEPHALOPOD","Skate",0.031,NA,"21-25","other","other"
4950,81,"POLYCHAETE","Skate",0.04,NA,"21-25","other","other"
9980,NA,"UNIDENTIFIED MATERIAL","Skate",0.695,NA,"21-25","Unidentified material","other"
999,81,"UNIDENTIFIED FISH","Skate",0.299,NA,"26-30","other","other"
9980,NA,"UNIDENTIFIED MATERIAL","Skate",1.13,NA,"26-30","Unidentified material","other"
6000,81,"CRUSTACEAN","Skate",0.137,NA,"21-25","other","other"
9980,NA,"UNIDENTIFIED MATERIAL","Skate",0.344,NA,"21-25","Unidentified material","other"
4950,81,"POLYCHAETE","Skate",0.542,NA,"21-25","other","other"
4950,81,"POLYCHAETE","Skate",1.374,NA,"26-30","other","other"
6000,81,"CRUSTACEAN","Skate",0.583,NA,"26-30","other","other"
8020,81,"SHRIMP/SHRIMP SAMPLE","Skate",0.775,NA,"26-30","other","other"
9980,NA,"UNIDENTIFIED MATERIAL","Skate",1.727,NA,"26-30","Unidentified material","other"
4950,81,"POLYCHAETE","Skate",0.126,NA,"21-25","other","other"
6930,81,"AMPHIPOD","Skate",0.734,NA,"21-25","other","other"
4846,86,"OCTOPUS","Skate",3.023,NA,"31-35","other","other"
6930,81,"AMPHIPOD","Skate",0.645,NA,"21-25","other","other"
4950,81,"POLYCHAETE","Skate",0.737,NA,"21-25","other","other"
6000,81,"CRUSTACEAN","Skate",0.293,NA,"21-25","other","other"
9980,NA,"UNIDENTIFIED MATERIAL","Skate",1.615,NA,"21-25","Unidentified material","other"
726,88,"EELPOUT","Skate",59.24,1,"46-50","other","other"
8111,NA,"SHRIMP","Skate",5.476,1,"41-45","borealis","Shrimp"
4950,81,"POLYCHAETE","Skate",1.435,NA,"41-45","other","other"
9980,NA,"UNIDENTIFIED MATERIAL","Skate",0.879,NA,"41-45","Unidentified material","other"
10011,81,"SQUID","Skate",29.993,NA,"41-45","other","other"
6930,81,"AMPHIPOD","Skate",0.052,NA,"21-25","other","other"
4950,81,"POLYCHAETE","Skate",0.198,NA,"21-25","other","other"
10560,NA,"MYSID","Skate",0.013,1,"11-15","other","other"
6967,NA,"HYPERID AMPHIPOD","Skate",0.026,1,"11-15","other","other"
6967,NA,"HYPERID AMPHIPOD","Skate",0.015,1,"11-15","other","other"
6930,81,"AMPHIPOD","Skate",0.205,NA,"11-15","other","other"
9980,NA,"UNIDENTIFIED MATERIAL","Skate",0.644,NA,"11-15","Unidentified material","other"
999,81,"UNIDENTIFIED FISH","Skate",0.835,NA,"31-35","other","other"
4950,81,"POLYCHAETE","Skate",0.03,NA,"31-35","other","other"
6000,81,"CRUSTACEAN","Skate",0.272,NA,"31-35","other","other"
6763,NA,"ISOPOD","Skate",0.02,1,"31-35","other","other"
9980,NA,"UNIDENTIFIED MATERIAL","Skate",1.708,NA,"31-35","Unidentified material","other"
7389,NA,"GAMMARID AMPHIPOD","Skate",0.763,1,"26-30","other","other"
7211,NA,"GAMMARID AMPHIPOD","Skate",0.854,1,"26-30","other","other"
4950,81,"POLYCHAETE","Skate",0.226,NA,"26-30","other","other"
4950,81,"POLYCHAETE","Skate",2.88,NA,"36-40","other","other"
6930,81,"AMPHIPOD","Skate",2.486,NA,"36-40","other","other"
6000,81,"CRUSTACEAN","Skate",2.497,NA,"36-40","other","other"
7389,81,"GAMMARID AMPHIPOD","Skate",10.205,NA,"36-40","other","other"
7389,NA,"GAMMARID AMPHIPOD","Skate",14.028,10,"36-40","other","other"
6846,NA,"ISOPOD","Skate",0.568,1,"36-40","other","other"
9980,NA,"UNIDENTIFIED MATERIAL","Skate",4.872,NA,"36-40","Unidentified material","other"
4950,81,"POLYCHAETE","Skate",3.782,NA,"36-40","other","other"
6000,81,"CRUSTACEAN","Skate",2.081,NA,"36-40","other","other"
6930,81,"AMPHIPOD","Skate",2.023,NA,"36-40","other","other"
9980,NA,"UNIDENTIFIED MATERIAL","Skate",4.883,NA,"36-40","Unidentified material","other"
6967,81,"HYPERID AMPHIPOD","Skate",0.096,NA,"36-40","other","other"
6930,81,"AMPHIPOD","Skate",0.19,NA,"36-40","other","other"
999,81,"UNIDENTIFIED FISH","Skate",0.937,NA,"36-40","other","other"
999,88,"UNIDENTIFIED FISH","Skate",0,NA,"36-40","other","other"
6000,81,"CRUSTACEAN","Skate",3.277,NA,"36-40","other","other"
999,81,"UNIDENTIFIED FISH","Skate",3.218,NA,"41-45","other","other"
6930,81,"AMPHIPOD","Skate",2.48,NA,"41-45","other","other"
6000,81,"CRUSTACEAN","Skate",2.375,NA,"41-45","other","other"
9980,NA,"UNIDENTIFIED MATERIAL","Skate",11.52,NA,"41-45","Unidentified material","other"
4545,81,"CEPHALOPOD","Skate",0.06,NA,"41-45","other","other"
8530,81,"BRITTLE STAR","Skate",0.114,NA,"41-45","other","other"
999,88,"UNIDENTIFIED FISH","Skate",1.879,1,"41-45","other","other"
999,81,"UNIDENTIFIED FISH","Skate",1.754,NA,"41-45","other","other"
725,88,"EELPOUTS","Skate",12.045,1,"41-45","other","other"
9980,NA,"UNIDENTIFIED MATERIAL","Skate",14.436,NA,"41-45","Unidentified material","other"
9998,NA,"EMPTY","Skate",NA,NA,"36-40","other","other"
9998,NA,"EMPTY","Skate",NA,NA,"36-40","other","other"
6000,81,"CRUSTACEAN","Skate",0.049,NA,"36-40","other","other"
4950,81,"POLYCHAETE","Skate",0.092,NA,"36-40","other","other"
999,88,"UNIDENTIFIED FISH","Skate",0,NA,"36-40","other","other"
9980,NA,"UNIDENTIFIED MATERIAL","Skate",2.363,NA,"36-40","Unidentified material","other"
999,88,"UNIDENTIFIED FISH","Skate",0,NA,"36-40","other","other"
8112,NA,"SHRIMP","Skate",5.373,1,"26-30","montagui","Shrimp"
6930,NA,"AMPHIPOD","Skate",0.642,1,"26-30","other","other"
9998,NA,"EMPTY","Skate",NA,NA,"36-40","other","other"
9980,NA,"UNIDENTIFIED MATERIAL","Skate",0.257,NA,"21-25","Unidentified material","other"
4950,81,"POLYCHAETE","Skate",0.952,NA,"21-25","other","other"
8020,81,"SHRIMP/SHRIMP SAMPLE","Skate",4.846,NA,"21-25","other","other"
6000,81,"CRUSTACEAN","Skate",0.503,NA,"16-20","other","other"
9980,NA,"UNIDENTIFIED MATERIAL","Skate",0.41,NA,"16-20","Unidentified material","other"
9998,NA,"EMPTY","Skate",NA,NA,"26-30","other","other"
6960,NA,"HYPERID AMPHIPOD (FAMILY)","Skate",0.165,1,"36-40","other","other"
6930,81,"AMPHIPOD","Skate",0.835,NA,"36-40","other","other"
999,81,"UNIDENTIFIED FISH","Skate",2.651,NA,"36-40","other","other"
451,88,"ARCTIC COD","Skate",0,NA,"36-40","other","other"
451,88,"ARCTIC COD","Skate",0,NA,"36-40","other","other"
9980,NA,"UNIDENTIFIED MATERIAL","Skate",6.391,NA,"36-40","Unidentified material","other"
999,81,"UNIDENTIFIED FISH","Skate",0.058,NA,"31-35","other","other"
999,88,"UNIDENTIFIED FISH","Skate",0,NA,"31-35","other","other"
999,88,"UNIDENTIFIED FISH","Skate",0,NA,"31-35","other","other"
9980,NA,"UNIDENTIFIED MATERIAL","Skate",1.85,NA,"31-35","Unidentified material","other"
8020,81,"SHRIMP/SHRIMP SAMPLE","Skate",3.383,NA,"31-35","other","other"
6000,81,"CRUSTACEAN","Skate",0.688,NA,"26-30","other","other"
4950,81,"POLYCHAETE","Skate",0.573,NA,"26-30","other","other"
6000,81,"CRUSTACEAN","Skate",3.255,NA,"26-30","other","other"
8111,81,"SHRIMP","Skate",0.082,NA,"26-30","borealis","Shrimp"
4545,86,"CEPHALOPOD","Skate",0.021,NA,"26-30","other","other"
4949,NA,"ANNELID","Skate",0.017,1,"26-30","other","other"
6967,NA,"HYPERID AMPHIPOD","Skate",0.041,2,"26-30","other","other"
9980,NA,"UNIDENTIFIED MATERIAL","Skate",8.337,NA,"26-30","Unidentified material","other"
6000,81,"CRUSTACEAN","Skate",0.59,NA,"21-25","other","other"
9980,NA,"UNIDENTIFIED MATERIAL","Skate",0.625,NA,"21-25","Unidentified material","other"
6967,NA,"HYPERID AMPHIPOD","Redfish",1.861,101,"16-20","other","other"
6967,81,"HYPERID AMPHIPOD","Redfish",0.77,NA,"16-20","other","other"
7934,NA,"MYSID","Redfish",0.518,1,"16-20","other","other"
6967,81,"HYPERID AMPHIPOD","Redfish",0.102,NA,"21-25","other","other"
6967,NA,"HYPERID AMPHIPOD","Redfish",14.223,703,"21-25","other","other"
6967,81,"HYPERID AMPHIPOD","Redfish",1.256,NA,"21-25","other","other"
7934,NA,"MYSID","Redfish",0.275,1,"21-25","other","other"
8111,NA,"SHRIMP","Skate",4.201,1,"31-35","borealis","Shrimp"
8110,81,"SHRIMP","Skate",12.04,NA,"31-35","Pandalus","Shrimp"
4545,81,"CEPHALOPOD","Skate",0.247,NA,"41-45","other","other"
8020,81,"SHRIMP/SHRIMP SAMPLE","Skate",8.527,NA,"41-45","other","other"
8111,NA,"SHRIMP","Skate",8.182,1,"31-35","borealis","Shrimp"
8110,81,"SHRIMP","Skate",2.25,NA,"31-35","Pandalus","Shrimp"
8111,NA,"SHRIMP","Skate",8.436,1,"26-30","borealis","Shrimp"
8020,81,"SHRIMP/SHRIMP SAMPLE","Skate",8.398,NA,"26-30","other","other"
8020,81,"SHRIMP/SHRIMP SAMPLE","Skate",2.298,NA,"31-35","other","other"
9998,NA,"EMPTY","Redfish",NA,NA,"16-20","other","other"
9998,NA,"EMPTY","Redfish",NA,NA,"21-25","other","other"
9998,NA,"EMPTY","Greenland halibut",NA,NA,"26-30","other","other"
813,88,"MAILED SCULPINS","Greenland halibut",3.902,1,"41-45","other","other"
813,88,"MAILED SCULPINS","Greenland halibut",12.884,1,"41-45","other","other"
8020,81,"SHRIMP/SHRIMP SAMPLE","Greenland halibut",9.714,NA,"41-45","other","other"
815,88,"ARCTIC MAILED SCULPIN","Greenland halibut",3.316,1,"46-50","other","other"
815,88,"ARCTIC MAILED SCULPIN","Greenland halibut",3.338,1,"46-50","other","other"
999,81,"UNIDENTIFIED FISH","Greenland halibut",11.679,NA,"46-50","other","other"
999,81,"UNIDENTIFIED FISH","Greenland halibut",12.259,NA,"46-50","other","other"
8111,NA,"SHRIMP","Skate",14.129,1,"36-40","borealis","Shrimp"
8020,81,"SHRIMP/SHRIMP SAMPLE","Skate",13.277,NA,"36-40","other","other"
4950,81,"POLYCHAETE","Skate",0.507,NA,"36-40","other","other"
4846,NA,"OCTOPUS","Skate",1.564,1,"36-40","other","other"
7389,NA,"GAMMARID AMPHIPOD","Skate",1.689,1,"41-45","other","other"
6930,81,"AMPHIPOD","Skate",1.473,NA,"41-45","other","other"
999,81,"UNIDENTIFIED FISH","Skate",16.257,NA,"41-45","other","other"
999,88,"UNIDENTIFIED FISH","Skate",0,NA,"41-45","other","other"
999,88,"UNIDENTIFIED FISH","Skate",0,NA,"41-45","other","other"
999,88,"UNIDENTIFIED FISH","Skate",0,NA,"41-45","other","other"
8020,81,"SHRIMP/SHRIMP SAMPLE","Skate",2.829,NA,"46-50","other","other"
999,81,"UNIDENTIFIED FISH","Skate",6.35,NA,"46-50","other","other"
999,88,"UNIDENTIFIED FISH","Skate",0,NA,"46-50","other","other"
9980,NA,"UNIDENTIFIED MATERIAL","Skate",10.637,NA,"46-50","Unidentified material","other"
8111,NA,"SHRIMP","Skate",7.667,1,"41-45","borealis","Shrimp"
999,81,"UNIDENTIFIED FISH","Skate",5.654,NA,"41-45","other","other"
8020,81,"SHRIMP/SHRIMP SAMPLE","Skate",3.273,NA,"41-45","other","other"
6967,81,"HYPERID AMPHIPOD","Skate",0.082,NA,"41-45","other","other"
9980,NA,"UNIDENTIFIED MATERIAL","Skate",8.434,NA,"41-45","Unidentified material","other"
8020,81,"SHRIMP/SHRIMP SAMPLE","Skate",9.701,NA,"46-50","other","other"
9998,NA,"EMPTY","Skate",NA,NA,"36-40","other","other"
8020,81,"SHRIMP/SHRIMP SAMPLE","Skate",4.034,NA,"41-45","other","other"
815,88,"ARCTIC MAILED SCULPIN","Skate",1.304,1,"41-45","other","other"
6000,81,"CRUSTACEAN","Skate",2.381,NA,"41-45","other","other"
8111,NA,"SHRIMP","Skate",6.073,1,"41-45","borealis","Shrimp"
999,81,"UNIDENTIFIED FISH","Skate",1.89,NA,"41-45","other","other"
999,88,"UNIDENTIFIED FISH","Skate",0,NA,"41-45","other","other"
4545,NA,"CEPHALOPOD","Skate",7.516,1,"41-45","other","other"
8112,81,"SHRIMP","Skate",7.446,NA,"41-45","montagui","Shrimp"
8530,NA,"BRITTLE STAR","Skate",0.043,1,"41-45","other","other"
999,NA,"UNIDENTIFIED FISH","Skate",1.922,1,"41-45","other","other"
9980,NA,"UNIDENTIFIED MATERIAL","Skate",6.727,NA,"41-45","Unidentified material","other"
8111,81,"SHRIMP","Greenland halibut",16.454,NA,"46-50","borealis","Shrimp"
8020,81,"SHRIMP/SHRIMP SAMPLE","Greenland halibut",13.262,NA,"46-50","other","other"
8111,NA,"SHRIMP","Greenland halibut",16.1,2,"46-50","borealis","Shrimp"
8020,81,"SHRIMP/SHRIMP SAMPLE","Skate",15.454,NA,"36-40","other","other"
8020,81,"SHRIMP/SHRIMP SAMPLE","Skate",5.937,NA,"46-50","other","other"
4545,86,"CEPHALOPOD","Skate",0.156,NA,"46-50","other","other"
999,88,"UNIDENTIFIED FISH","Skate",7.563,1,"46-50","other","other"
9998,NA,"EMPTY","Skate",NA,NA,"41-45","other","other"
8020,81,"SHRIMP/SHRIMP SAMPLE","Greenland halibut",0.821,NA,"56-60","other","other"
999,81,"UNIDENTIFIED FISH","Greenland halibut",33.034,NA,"56-60","other","other"
9998,NA,"EMPTY","Skate",NA,NA,"36-40","other","other"
10011,81,"SQUID","Skate",21.1,NA,"46-50","other","other"
8111,NA,"SHRIMP","Skate",8.586,1,"46-50","borealis","Shrimp"
8020,81,"SHRIMP/SHRIMP SAMPLE","Skate",10.197,NA,"46-50","other","other"
999,81,"UNIDENTIFIED FISH","Skate",36.392,NA,"46-50","other","other"
999,88,"UNIDENTIFIED FISH","Skate",0,NA,"46-50","other","other"
999,88,"UNIDENTIFIED FISH","Skate",0,NA,"46-50","other","other"
9998,NA,"EMPTY","Skate",NA,NA,"41-45","other","other"
8111,NA,"SHRIMP","Redfish",8.3,1,"31-35","borealis","Shrimp"
8074,NA,"SHRIMP","Greenland halibut",3.216,1,"56-60","other","other"
8020,81,"SHRIMP/SHRIMP SAMPLE","Greenland halibut",1.976,NA,"56-60","other","other"
8111,NA,"SHRIMP","Greenland halibut",19.2,3,"56-60","borealis","Shrimp"
893,88,"HALIBUT (ATLANTIC)","Greenland halibut",35.77,1,"56-60","other","other"
999,81,"UNIDENTIFIED FISH","Greenland halibut",0.576,NA,"56-60","other","other"
9980,NA,"UNIDENTIFIED MATERIAL","Greenland halibut",22.559,NA,"56-60","Unidentified material","other"
9998,NA,"EMPTY","Greenland halibut",NA,NA,"51-55","other","other"
8111,NA,"SHRIMP","Greenland halibut",6.446,1,"51-55","borealis","Shrimp"
8111,81,"SHRIMP","Greenland halibut",4.77,NA,"51-55","borealis","Shrimp"
8020,NA,"SHRIMP/SHRIMP SAMPLE","Greenland halibut",10.622,1,"51-55","other","other"
8020,NA,"SHRIMP/SHRIMP SAMPLE","Greenland halibut",12.885,2,"51-55","other","other"
8111,NA,"SHRIMP","Greenland halibut",9.984,1,"51-55","borealis","Shrimp"
8110,NA,"SHRIMP","Greenland halibut",13.825,3,"51-55","Pandalus","Shrimp"
8020,81,"SHRIMP/SHRIMP SAMPLE","Greenland halibut",9.971,NA,"51-55","other","other"
8020,81,"SHRIMP/SHRIMP SAMPLE","Greenland halibut",12.256,NA,"51-55","other","other"
882,NA,"FLATFISH","Greenland halibut",30.374,1,"51-55","other","other"
6967,81,"HYPERID AMPHIPOD","Greenland halibut",0.041,NA,"51-55","other","other"
1101,81,"SPONGE","Greenland halibut",0.721,NA,"51-55","other","other"
8020,81,"SHRIMP/SHRIMP SAMPLE","Skate",41.395,NA,"41-45","other","other"
