"Prey_OS_ID","Prey_Detail_Code","CommonName_DB","pred.name","PreyWt","Prey_Count","length.range","prey.name"
999,81,"UNIDENTIFIED FISH","Greenland halibut",20.352,NA,"056-60","other"
999,88,"UNIDENTIFIED FISH","Greenland halibut",0,NA,"056-60","other"
9998,NA,"EMPTY","Greenland halibut",NA,NA,"061-65","other"
6000,81,"CRUSTACEAN","Skate",0.239,NA,"031-35","other"
9980,NA,"UNIDENTIFIED MATERIAL","Skate",0.859,NA,"031-35","Unidentified material"
4846,NA,"OCTOPUS","Skate",3.534,1,"031-35","other"
4545,81,"CEPHALOPOD","Skate",0.411,NA,"031-35","other"
6967,NA,"HYPERID AMPHIPOD","Skate",0.046,1,"031-35","other"
6000,81,"CRUSTACEAN","Skate",0.376,NA,"031-35","other"
10760,81,"Foraminifera (amoeboid protists)","Skate",0.034,NA,"031-35","other"
7994,NA,"EUPHAUSID","Skate",0.582,1,"031-35","other"
9980,NA,"UNIDENTIFIED MATERIAL","Skate",2.017,NA,"031-35","Unidentified material"
4846,81,"OCTOPUS","Skate",10.295,NA,"031-35","other"
6967,NA,"HYPERID AMPHIPOD","Skate",0.037,1,"031-35","other"
6967,81,"HYPERID AMPHIPOD","Skate",0.048,NA,"031-35","other"
6930,NA,"AMPHIPOD","Skate",0.339,1,"031-35","other"
7935,81,"MYSID","Skate",0.236,NA,"031-35","other"
7935,NA,"MYSID","Skate",0.291,4,"031-35","other"
7933,81,"MYSID","Skate",0.568,NA,"031-35","other"
6000,81,"CRUSTACEAN","Skate",0.672,NA,"031-35","other"
999,88,"UNIDENTIFIED FISH","Skate",0,NA,"031-35","other"
999,88,"UNIDENTIFIED FISH","Skate",0,NA,"031-35","other"
9980,NA,"UNIDENTIFIED MATERIAL","Skate",3.204,NA,"031-35","Unidentified material"
451,88,"ARCTIC COD","Greenland halibut",4.005,1,"041-45","other"
8551,NA,"BRITTLE STAR","Greenland halibut",1.292,1,"041-45","other"
451,88,"ARCTIC COD","Greenland halibut",5.111,1,"041-45","other"
436,88,"GADOIDS","Greenland halibut",6.629,1,"036-40","other"
451,88,"ARCTIC COD","Greenland halibut",4.85,1,"031-35","other"
815,88,"ARCTIC MAILED SCULPIN","Greenland halibut",16.805,1,"026-30","other"
451,88,"ARCTIC COD","Greenland halibut",3.09,1,"026-30","other"
451,88,"ARCTIC COD","Greenland halibut",5.791,1,"026-30","other"
9998,NA,"EMPTY","Greenland halibut",NA,NA,"021-25","other"
999,88,"UNIDENTIFIED FISH","Greenland halibut",0,NA,"021-25","other"
999,88,"UNIDENTIFIED FISH","Greenland halibut",0,NA,"021-25","other"
9998,NA,"EMPTY","Greenland halibut",NA,NA,"016-20","other"
451,88,"ARCTIC COD","Greenland halibut",2.598,1,"016-20","other"
999,88,"UNIDENTIFIED FISH","Greenland halibut",1.2,1,"016-20","other"
6967,81,"HYPERID AMPHIPOD","Greenland halibut",0.262,NA,"006-10","other"
9980,NA,"UNIDENTIFIED MATERIAL","Skate",0.259,NA,"016-20","Unidentified material"
6000,81,"CRUSTACEAN","Skate",1.198,NA,"016-20","other"
4949,81,"ANNELID","Skate",3.234,NA,"021-25","other"
8020,81,"SHRIMP/SHRIMP SAMPLE","Skate",0.016,NA,"016-20","other"
6967,NA,"HYPERID AMPHIPOD","Skate",0.003,1,"016-20","other"
9980,NA,"UNIDENTIFIED MATERIAL","Skate",0.863,NA,"016-20","Unidentified material"
9980,NA,"UNIDENTIFIED MATERIAL","Skate",0.941,NA,"016-20","Unidentified material"
6930,81,"AMPHIPOD","Skate",0.011,NA,"016-20","other"
9980,NA,"UNIDENTIFIED MATERIAL","Skate",0.757,NA,"016-20","Unidentified material"
9980,NA,"UNIDENTIFIED MATERIAL","Skate",0.994,NA,"016-20","Unidentified material"
9980,NA,"UNIDENTIFIED MATERIAL","Skate",0.578,NA,"016-20","Unidentified material"
451,88,"ARCTIC COD","Greenland halibut",13.693,1,"036-40","other"
451,88,"ARCTIC COD","Greenland halibut",5.392,1,"031-35","other"
436,88,"GADOIDS","Greenland halibut",2.105,1,"031-35","other"
436,88,"GADOIDS","Greenland halibut",5.129,1,"031-35","other"
436,88,"GADOIDS","Greenland halibut",4.938,1,"031-35","other"
999,81,"UNIDENTIFIED FISH","Greenland halibut",2.139,NA,"026-30","other"
9980,NA,"UNIDENTIFIED MATERIAL","Greenland halibut",1.826,NA,"026-30","Unidentified material"
436,88,"GADOIDS","Greenland halibut",4.386,1,"026-30","other"
436,88,"GADOIDS","Greenland halibut",8.399,1,"026-30","other"
999,88,"UNIDENTIFIED FISH","Greenland halibut",0,NA,"026-30","other"
999,88,"UNIDENTIFIED FISH","Greenland halibut",0,NA,"026-30","other"
999,88,"UNIDENTIFIED FISH","Greenland halibut",0,NA,"026-30","other"
436,88,"GADOIDS","Greenland halibut",4.547,1,"026-30","other"
8020,NA,"SHRIMP/SHRIMP SAMPLE","Greenland halibut",0.872,1,"026-30","other"
999,88,"UNIDENTIFIED FISH","Greenland halibut",0,NA,"021-25","other"
999,90,"UNIDENTIFIED FISH","Greenland halibut",0.099,NA,"021-25","other"
9980,NA,"UNIDENTIFIED MATERIAL","Greenland halibut",2.388,NA,"021-25","Unidentified material"
9980,NA,"UNIDENTIFIED MATERIAL","Greenland halibut",1.329,NA,"016-20","Unidentified material"
999,81,"UNIDENTIFIED FISH","Skate",33.153,NA,"041-45","other"
999,88,"UNIDENTIFIED FISH","Skate",0,NA,"041-45","other"
999,88,"UNIDENTIFIED FISH","Skate",0,NA,"041-45","other"
8020,81,"SHRIMP/SHRIMP SAMPLE","Skate",1.047,NA,"041-45","other"
4949,81,"ANNELID","Skate",0.862,NA,"021-25","other"
8111,NA,"SHRIMP","Skate",16.349,1,"021-25","borealis"
6999,NA,"GAMMARID AMPHIPOD","Skate",0.402,3,"021-25","other"
6930,81,"AMPHIPOD","Skate",1.001,NA,"021-25","other"
6930,81,"AMPHIPOD","Skate",0.265,NA,"016-20","other"
4950,81,"POLYCHAETE","Skate",2.521,NA,"016-20","other"
9998,NA,"EMPTY","Skate",NA,NA,"021-25","other"
436,88,"GADOIDS","Greenland halibut",13.708,1,"026-30","other"
9980,NA,"UNIDENTIFIED MATERIAL","Skate",0.5,NA,"021-25","Unidentified material"
6930,81,"AMPHIPOD","Skate",0.376,NA,"036-40","other"
999,81,"UNIDENTIFIED FISH","Skate",0.363,NA,"036-40","other"
9980,NA,"UNIDENTIFIED MATERIAL","Skate",2.756,NA,"036-40","Unidentified material"
6000,81,"CRUSTACEAN","Skate",0.544,NA,"016-20","other"
813,88,"MAILED SCULPINS","Greenland halibut",2.729,1,"031-35","other"
999,81,"UNIDENTIFIED FISH","Greenland halibut",2.311,NA,"031-35","other"
999,88,"UNIDENTIFIED FISH","Greenland halibut",0,NA,"031-35","other"
999,88,"UNIDENTIFIED FISH","Greenland halibut",0,NA,"031-35","other"
6967,81,"HYPERID AMPHIPOD","Greenland halibut",0.135,NA,"006-10","other"
9980,NA,"UNIDENTIFIED MATERIAL","Greenland halibut",0.107,NA,"006-10","Unidentified material"
6967,81,"HYPERID AMPHIPOD","Greenland halibut",0.246,NA,"006-10","other"
2570,NA,"PRIAPULID","Skate",0.945,1,"021-25","other"
7211,NA,"GAMMARID AMPHIPOD","Skate",0.393,1,"021-25","other"
9980,NA,"UNIDENTIFIED MATERIAL","Skate",0.316,NA,"021-25","Unidentified material"
9998,NA,"EMPTY","Skate",NA,NA,"036-40","other"
808,88,"SCULPINS","Skate",17.623,1,"036-40","other"
7211,NA,"GAMMARID AMPHIPOD","Skate",0.243,1,"021-25","other"
6967,NA,"HYPERID AMPHIPOD","Skate",0.032,1,"021-25","other"
9980,NA,"UNIDENTIFIED MATERIAL","Skate",0.665,NA,"021-25","Unidentified material"
6967,81,"HYPERID AMPHIPOD","Greenland halibut",0.181,NA,"011-15","other"
6967,NA,"HYPERID AMPHIPOD","Greenland halibut",0.05,1,"011-15","other"
6967,81,"HYPERID AMPHIPOD","Greenland halibut",0.072,NA,"011-15","other"
6967,NA,"HYPERID AMPHIPOD","Greenland halibut",0.016,1,"011-15","other"
6967,NA,"HYPERID AMPHIPOD","Greenland halibut",0.075,2,"006-10","other"
6967,81,"HYPERID AMPHIPOD","Greenland halibut",0.158,NA,"006-10","other"
9980,NA,"UNIDENTIFIED MATERIAL","Greenland halibut",0.065,NA,"006-10","Unidentified material"
6967,NA,"HYPERID AMPHIPOD","Greenland halibut",0.079,2,"006-10","other"
6967,81,"HYPERID AMPHIPOD","Greenland halibut",0.159,NA,"006-10","other"
4950,81,"POLYCHAETE","Skate",0.893,NA,"016-20","other"
6930,81,"AMPHIPOD","Skate",0.481,NA,"016-20","other"
6000,81,"CRUSTACEAN","Skate",0.274,NA,"016-20","other"
6996,NA,"GAMMARID AMPHIPOD","Skate",0.051,1,"016-20","other"
9998,NA,"EMPTY","Skate",NA,NA,"016-20","other"
4545,81,"CEPHALOPOD","Skate",0.031,NA,"021-25","other"
4950,81,"POLYCHAETE","Skate",0.04,NA,"021-25","other"
9980,NA,"UNIDENTIFIED MATERIAL","Skate",0.695,NA,"021-25","Unidentified material"
999,81,"UNIDENTIFIED FISH","Skate",0.299,NA,"026-30","other"
9980,NA,"UNIDENTIFIED MATERIAL","Skate",1.13,NA,"026-30","Unidentified material"
6000,81,"CRUSTACEAN","Skate",0.137,NA,"021-25","other"
9980,NA,"UNIDENTIFIED MATERIAL","Skate",0.344,NA,"021-25","Unidentified material"
4950,81,"POLYCHAETE","Skate",0.542,NA,"021-25","other"
4950,81,"POLYCHAETE","Skate",1.374,NA,"026-30","other"
6000,81,"CRUSTACEAN","Skate",0.583,NA,"026-30","other"
8020,81,"SHRIMP/SHRIMP SAMPLE","Skate",0.775,NA,"026-30","other"
9980,NA,"UNIDENTIFIED MATERIAL","Skate",1.727,NA,"026-30","Unidentified material"
4950,81,"POLYCHAETE","Skate",0.126,NA,"021-25","other"
6930,81,"AMPHIPOD","Skate",0.734,NA,"021-25","other"
4846,86,"OCTOPUS","Skate",3.023,NA,"031-35","other"
6930,81,"AMPHIPOD","Skate",0.645,NA,"021-25","other"
4950,81,"POLYCHAETE","Skate",0.737,NA,"021-25","other"
6000,81,"CRUSTACEAN","Skate",0.293,NA,"021-25","other"
9980,NA,"UNIDENTIFIED MATERIAL","Skate",1.615,NA,"021-25","Unidentified material"
726,88,"EELPOUT","Skate",59.24,1,"046-50","other"
8111,NA,"SHRIMP","Skate",5.476,1,"041-45","borealis"
4950,81,"POLYCHAETE","Skate",1.435,NA,"041-45","other"
9980,NA,"UNIDENTIFIED MATERIAL","Skate",0.879,NA,"041-45","Unidentified material"
10011,81,"SQUID","Skate",29.993,NA,"041-45","other"
6930,81,"AMPHIPOD","Skate",0.052,NA,"021-25","other"
4950,81,"POLYCHAETE","Skate",0.198,NA,"021-25","other"
10560,NA,"MYSID","Skate",0.013,1,"011-15","other"
6967,NA,"HYPERID AMPHIPOD","Skate",0.026,1,"011-15","other"
6967,NA,"HYPERID AMPHIPOD","Skate",0.015,1,"011-15","other"
6930,81,"AMPHIPOD","Skate",0.205,NA,"011-15","other"
9980,NA,"UNIDENTIFIED MATERIAL","Skate",0.644,NA,"011-15","Unidentified material"
999,81,"UNIDENTIFIED FISH","Skate",0.835,NA,"031-35","other"
4950,81,"POLYCHAETE","Skate",0.03,NA,"031-35","other"
6000,81,"CRUSTACEAN","Skate",0.272,NA,"031-35","other"
6763,NA,"ISOPOD","Skate",0.02,1,"031-35","other"
9980,NA,"UNIDENTIFIED MATERIAL","Skate",1.708,NA,"031-35","Unidentified material"
7389,NA,"GAMMARID AMPHIPOD","Skate",0.763,1,"026-30","other"
7211,NA,"GAMMARID AMPHIPOD","Skate",0.854,1,"026-30","other"
4950,81,"POLYCHAETE","Skate",0.226,NA,"026-30","other"
4950,81,"POLYCHAETE","Skate",2.88,NA,"036-40","other"
6930,81,"AMPHIPOD","Skate",2.486,NA,"036-40","other"
6000,81,"CRUSTACEAN","Skate",2.497,NA,"036-40","other"
7389,81,"GAMMARID AMPHIPOD","Skate",10.205,NA,"036-40","other"
7389,NA,"GAMMARID AMPHIPOD","Skate",14.028,10,"036-40","other"
6846,NA,"ISOPOD","Skate",0.568,1,"036-40","other"
9980,NA,"UNIDENTIFIED MATERIAL","Skate",4.872,NA,"036-40","Unidentified material"
4950,81,"POLYCHAETE","Skate",3.782,NA,"036-40","other"
6000,81,"CRUSTACEAN","Skate",2.081,NA,"036-40","other"
6930,81,"AMPHIPOD","Skate",2.023,NA,"036-40","other"
9980,NA,"UNIDENTIFIED MATERIAL","Skate",4.883,NA,"036-40","Unidentified material"
6967,81,"HYPERID AMPHIPOD","Skate",0.096,NA,"036-40","other"
6930,81,"AMPHIPOD","Skate",0.19,NA,"036-40","other"
999,81,"UNIDENTIFIED FISH","Skate",0.937,NA,"036-40","other"
999,88,"UNIDENTIFIED FISH","Skate",0,NA,"036-40","other"
6000,81,"CRUSTACEAN","Skate",3.277,NA,"036-40","other"
999,81,"UNIDENTIFIED FISH","Skate",3.218,NA,"041-45","other"
6930,81,"AMPHIPOD","Skate",2.48,NA,"041-45","other"
6000,81,"CRUSTACEAN","Skate",2.375,NA,"041-45","other"
9980,NA,"UNIDENTIFIED MATERIAL","Skate",11.52,NA,"041-45","Unidentified material"
4545,81,"CEPHALOPOD","Skate",0.06,NA,"041-45","other"
8530,81,"BRITTLE STAR","Skate",0.114,NA,"041-45","other"
999,88,"UNIDENTIFIED FISH","Skate",1.879,1,"041-45","other"
999,81,"UNIDENTIFIED FISH","Skate",1.754,NA,"041-45","other"
725,88,"EELPOUTS","Skate",12.045,1,"041-45","other"
9980,NA,"UNIDENTIFIED MATERIAL","Skate",14.436,NA,"041-45","Unidentified material"
9998,NA,"EMPTY","Skate",NA,NA,"036-40","other"
9998,NA,"EMPTY","Skate",NA,NA,"036-40","other"
6000,81,"CRUSTACEAN","Skate",0.049,NA,"036-40","other"
4950,81,"POLYCHAETE","Skate",0.092,NA,"036-40","other"
999,88,"UNIDENTIFIED FISH","Skate",0,NA,"036-40","other"
9980,NA,"UNIDENTIFIED MATERIAL","Skate",2.363,NA,"036-40","Unidentified material"
999,88,"UNIDENTIFIED FISH","Skate",0,NA,"036-40","other"
8112,NA,"SHRIMP","Skate",5.373,1,"026-30","montagui"
6930,NA,"AMPHIPOD","Skate",0.642,1,"026-30","other"
9998,NA,"EMPTY","Skate",NA,NA,"036-40","other"
9980,NA,"UNIDENTIFIED MATERIAL","Skate",0.257,NA,"021-25","Unidentified material"
4950,81,"POLYCHAETE","Skate",0.952,NA,"021-25","other"
8020,81,"SHRIMP/SHRIMP SAMPLE","Skate",4.846,NA,"021-25","other"
6000,81,"CRUSTACEAN","Skate",0.503,NA,"016-20","other"
9980,NA,"UNIDENTIFIED MATERIAL","Skate",0.41,NA,"016-20","Unidentified material"
9998,NA,"EMPTY","Skate",NA,NA,"026-30","other"
6960,NA,"HYPERID AMPHIPOD (FAMILY)","Skate",0.165,1,"036-40","other"
6930,81,"AMPHIPOD","Skate",0.835,NA,"036-40","other"
999,81,"UNIDENTIFIED FISH","Skate",2.651,NA,"036-40","other"
451,88,"ARCTIC COD","Skate",0,NA,"036-40","other"
451,88,"ARCTIC COD","Skate",0,NA,"036-40","other"
9980,NA,"UNIDENTIFIED MATERIAL","Skate",6.391,NA,"036-40","Unidentified material"
999,81,"UNIDENTIFIED FISH","Skate",0.058,NA,"031-35","other"
999,88,"UNIDENTIFIED FISH","Skate",0,NA,"031-35","other"
999,88,"UNIDENTIFIED FISH","Skate",0,NA,"031-35","other"
9980,NA,"UNIDENTIFIED MATERIAL","Skate",1.85,NA,"031-35","Unidentified material"
8020,81,"SHRIMP/SHRIMP SAMPLE","Skate",3.383,NA,"031-35","other"
6000,81,"CRUSTACEAN","Skate",0.688,NA,"026-30","other"
4950,81,"POLYCHAETE","Skate",0.573,NA,"026-30","other"
6000,81,"CRUSTACEAN","Skate",3.255,NA,"026-30","other"
8111,81,"SHRIMP","Skate",0.082,NA,"026-30","borealis"
4545,86,"CEPHALOPOD","Skate",0.021,NA,"026-30","other"
4949,NA,"ANNELID","Skate",0.017,1,"026-30","other"
6967,NA,"HYPERID AMPHIPOD","Skate",0.041,2,"026-30","other"
9980,NA,"UNIDENTIFIED MATERIAL","Skate",8.337,NA,"026-30","Unidentified material"
6000,81,"CRUSTACEAN","Skate",0.59,NA,"021-25","other"
9980,NA,"UNIDENTIFIED MATERIAL","Skate",0.625,NA,"021-25","Unidentified material"
6967,NA,"HYPERID AMPHIPOD","Redfish",1.861,101,"016-20","other"
6967,81,"HYPERID AMPHIPOD","Redfish",0.77,NA,"016-20","other"
7934,NA,"MYSID","Redfish",0.518,1,"016-20","other"
6967,81,"HYPERID AMPHIPOD","Redfish",0.102,NA,"021-25","other"
6967,NA,"HYPERID AMPHIPOD","Redfish",14.223,703,"021-25","other"
6967,81,"HYPERID AMPHIPOD","Redfish",1.256,NA,"021-25","other"
7934,NA,"MYSID","Redfish",0.275,1,"021-25","other"
8111,NA,"SHRIMP","Skate",4.201,1,"031-35","borealis"
8110,81,"SHRIMP","Skate",12.04,NA,"031-35","Pandalus"
4545,81,"CEPHALOPOD","Skate",0.247,NA,"041-45","other"
8020,81,"SHRIMP/SHRIMP SAMPLE","Skate",8.527,NA,"041-45","other"
8111,NA,"SHRIMP","Skate",8.182,1,"031-35","borealis"
8110,81,"SHRIMP","Skate",2.25,NA,"031-35","Pandalus"
8111,NA,"SHRIMP","Skate",8.436,1,"026-30","borealis"
8020,81,"SHRIMP/SHRIMP SAMPLE","Skate",8.398,NA,"026-30","other"
8020,81,"SHRIMP/SHRIMP SAMPLE","Skate",2.298,NA,"031-35","other"
9998,NA,"EMPTY","Redfish",NA,NA,"016-20","other"
9998,NA,"EMPTY","Redfish",NA,NA,"021-25","other"
9998,NA,"EMPTY","Greenland halibut",NA,NA,"026-30","other"
813,88,"MAILED SCULPINS","Greenland halibut",3.902,1,"041-45","other"
813,88,"MAILED SCULPINS","Greenland halibut",12.884,1,"041-45","other"
8020,81,"SHRIMP/SHRIMP SAMPLE","Greenland halibut",9.714,NA,"041-45","other"
815,88,"ARCTIC MAILED SCULPIN","Greenland halibut",3.316,1,"046-50","other"
815,88,"ARCTIC MAILED SCULPIN","Greenland halibut",3.338,1,"046-50","other"
999,81,"UNIDENTIFIED FISH","Greenland halibut",11.679,NA,"046-50","other"
999,81,"UNIDENTIFIED FISH","Greenland halibut",12.259,NA,"046-50","other"
8111,NA,"SHRIMP","Skate",14.129,1,"036-40","borealis"
8020,81,"SHRIMP/SHRIMP SAMPLE","Skate",13.277,NA,"036-40","other"
4950,81,"POLYCHAETE","Skate",0.507,NA,"036-40","other"
4846,NA,"OCTOPUS","Skate",1.564,1,"036-40","other"
7389,NA,"GAMMARID AMPHIPOD","Skate",1.689,1,"041-45","other"
6930,81,"AMPHIPOD","Skate",1.473,NA,"041-45","other"
999,81,"UNIDENTIFIED FISH","Skate",16.257,NA,"041-45","other"
999,88,"UNIDENTIFIED FISH","Skate",0,NA,"041-45","other"
999,88,"UNIDENTIFIED FISH","Skate",0,NA,"041-45","other"
999,88,"UNIDENTIFIED FISH","Skate",0,NA,"041-45","other"
8020,81,"SHRIMP/SHRIMP SAMPLE","Skate",2.829,NA,"046-50","other"
999,81,"UNIDENTIFIED FISH","Skate",6.35,NA,"046-50","other"
999,88,"UNIDENTIFIED FISH","Skate",0,NA,"046-50","other"
9980,NA,"UNIDENTIFIED MATERIAL","Skate",10.637,NA,"046-50","Unidentified material"
8111,NA,"SHRIMP","Skate",7.667,1,"041-45","borealis"
999,81,"UNIDENTIFIED FISH","Skate",5.654,NA,"041-45","other"
8020,81,"SHRIMP/SHRIMP SAMPLE","Skate",3.273,NA,"041-45","other"
6967,81,"HYPERID AMPHIPOD","Skate",0.082,NA,"041-45","other"
9980,NA,"UNIDENTIFIED MATERIAL","Skate",8.434,NA,"041-45","Unidentified material"
8020,81,"SHRIMP/SHRIMP SAMPLE","Skate",9.701,NA,"046-50","other"
9998,NA,"EMPTY","Skate",NA,NA,"036-40","other"
8020,81,"SHRIMP/SHRIMP SAMPLE","Skate",4.034,NA,"041-45","other"
815,88,"ARCTIC MAILED SCULPIN","Skate",1.304,1,"041-45","other"
6000,81,"CRUSTACEAN","Skate",2.381,NA,"041-45","other"
8111,NA,"SHRIMP","Skate",6.073,1,"041-45","borealis"
999,81,"UNIDENTIFIED FISH","Skate",1.89,NA,"041-45","other"
999,88,"UNIDENTIFIED FISH","Skate",0,NA,"041-45","other"
4545,NA,"CEPHALOPOD","Skate",7.516,1,"041-45","other"
8112,81,"SHRIMP","Skate",7.446,NA,"041-45","montagui"
8530,NA,"BRITTLE STAR","Skate",0.043,1,"041-45","other"
999,NA,"UNIDENTIFIED FISH","Skate",1.922,1,"041-45","other"
9980,NA,"UNIDENTIFIED MATERIAL","Skate",6.727,NA,"041-45","Unidentified material"
8111,81,"SHRIMP","Greenland halibut",16.454,NA,"046-50","borealis"
8020,81,"SHRIMP/SHRIMP SAMPLE","Greenland halibut",13.262,NA,"046-50","other"
8111,NA,"SHRIMP","Greenland halibut",16.1,2,"046-50","borealis"
8020,81,"SHRIMP/SHRIMP SAMPLE","Skate",15.454,NA,"036-40","other"
8020,81,"SHRIMP/SHRIMP SAMPLE","Skate",5.937,NA,"046-50","other"
4545,86,"CEPHALOPOD","Skate",0.156,NA,"046-50","other"
999,88,"UNIDENTIFIED FISH","Skate",7.563,1,"046-50","other"
9998,NA,"EMPTY","Skate",NA,NA,"041-45","other"
8020,81,"SHRIMP/SHRIMP SAMPLE","Greenland halibut",0.821,NA,"056-60","other"
999,81,"UNIDENTIFIED FISH","Greenland halibut",33.034,NA,"056-60","other"
9998,NA,"EMPTY","Skate",NA,NA,"036-40","other"
10011,81,"SQUID","Skate",21.1,NA,"046-50","other"
8111,NA,"SHRIMP","Skate",8.586,1,"046-50","borealis"
8020,81,"SHRIMP/SHRIMP SAMPLE","Skate",10.197,NA,"046-50","other"
999,81,"UNIDENTIFIED FISH","Skate",36.392,NA,"046-50","other"
999,88,"UNIDENTIFIED FISH","Skate",0,NA,"046-50","other"
999,88,"UNIDENTIFIED FISH","Skate",0,NA,"046-50","other"
9998,NA,"EMPTY","Skate",NA,NA,"041-45","other"
8111,NA,"SHRIMP","Redfish",8.3,1,"031-35","borealis"
8074,NA,"SHRIMP","Greenland halibut",3.216,1,"056-60","other"
8020,81,"SHRIMP/SHRIMP SAMPLE","Greenland halibut",1.976,NA,"056-60","other"
8111,NA,"SHRIMP","Greenland halibut",19.2,3,"056-60","borealis"
893,88,"HALIBUT (ATLANTIC)","Greenland halibut",35.77,1,"056-60","other"
999,81,"UNIDENTIFIED FISH","Greenland halibut",0.576,NA,"056-60","other"
9980,NA,"UNIDENTIFIED MATERIAL","Greenland halibut",22.559,NA,"056-60","Unidentified material"
9998,NA,"EMPTY","Greenland halibut",NA,NA,"051-55","other"
8111,NA,"SHRIMP","Greenland halibut",6.446,1,"051-55","borealis"
8111,81,"SHRIMP","Greenland halibut",4.77,NA,"051-55","borealis"
8020,NA,"SHRIMP/SHRIMP SAMPLE","Greenland halibut",10.622,1,"051-55","other"
8020,NA,"SHRIMP/SHRIMP SAMPLE","Greenland halibut",12.885,2,"051-55","other"
8111,NA,"SHRIMP","Greenland halibut",9.984,1,"051-55","borealis"
8110,NA,"SHRIMP","Greenland halibut",13.825,3,"051-55","Pandalus"
8020,81,"SHRIMP/SHRIMP SAMPLE","Greenland halibut",9.971,NA,"051-55","other"
8020,81,"SHRIMP/SHRIMP SAMPLE","Greenland halibut",12.256,NA,"051-55","other"
882,NA,"FLATFISH","Greenland halibut",30.374,1,"051-55","other"
6967,81,"HYPERID AMPHIPOD","Greenland halibut",0.041,NA,"051-55","other"
1101,81,"SPONGE","Greenland halibut",0.721,NA,"051-55","other"
8020,81,"SHRIMP/SHRIMP SAMPLE","Skate",41.395,NA,"041-45","other"
